ID,Name,date,Mean,Low,High,AOR,AWS,ATM
119,¼ö¿ø,2022-10-06,16.8,14.1,20.8,,1.3,1014.9
119,¼ö¿ø,2022-10-07,14.5,10.7,18.8,,2.4,1015.9
119,¼ö¿ø,2022-10-08,15.8,9.9,21.5,,1.9,1019.4
119,¼ö¿ø,2022-10-09,13.5,11.3,15.5,23,2.1,1013.6
119,¼ö¿ø,2022-10-10,10,8.7,13.3,13.6,3.5,1010
119,¼ö¿ø,2022-10-11,10.7,6.4,16.4,,1.9,1017.6
119,¼ö¿ø,2022-10-12,12.7,5.3,20.9,,1.3,1022.2
119,¼ö¿ø,2022-10-13,15.6,9.9,22.9,,1.2,1020.5
119,¼ö¿ø,2022-10-14,16.3,10.7,23.3,,1,1015.9
119,¼ö¿ø,2022-10-15,17.7,11.9,25.1,,1,1014.7
119,¼ö¿ø,2022-10-16,17.1,14.4,20.7,,1,1013.9
119,¼ö¿ø,2022-10-17,11.6,6.9,15.3,,3.4,1015.7
119,¼ö¿ø,2022-10-18,9.1,4.8,14,,1.9,1018.8
119,¼ö¿ø,2022-10-19,9.7,2.5,16.7,,1.2,1022
119,¼ö¿ø,2022-10-20,12.1,4.5,19.6,,1,1023.4
119,¼ö¿ø,2022-10-21,13,7.6,19.9,,1.1,1020.3
119,¼ö¿ø,2022-10-22,14.5,8.3,20.6,,1.3,1016.7
119,¼ö¿ø,2022-10-23,13.7,10.1,18.3,,2.2,1014.8
119,¼ö¿ø,2022-10-24,10.2,6,14.5,,2.3,1017.5
119,¼ö¿ø,2022-10-25,11.3,4.4,17.4,,1.3,1023.8
119,¼ö¿ø,2022-10-26,12.9,8.6,18.3,,1.5,1023.3
119,¼ö¿ø,2022-10-27,12.5,6.3,19.4,,1.4,1021.4
119,¼ö¿ø,2022-10-28,13.1,8.5,19.4,,1,1021.8
119,¼ö¿ø,2022-10-29,13.7,7.7,21.3,,1,1021.8
119,¼ö¿ø,2022-10-30,14.1,8.3,21,,1.1,1020.9
119,¼ö¿ø,2022-10-31,14.8,11.2,20.5,,1.5,1019.8
119,¼ö¿ø,2022-11-01,12.7,8.1,19.3,,1.3,1017.8
119,¼ö¿ø,2022-11-02,10,3.6,17.8,,1.2,1016.8
119,¼ö¿ø,2022-11-03,9.3,4.7,13.9,,1.7,1015.6
119,¼ö¿ø,2022-11-04,5.4,1.9,10.2,,2.4,1019.3
119,¼ö¿ø,2022-11-05,5.8,-1,13.1,,1.3,1021.1
119,¼ö¿ø,2022-11-06,8.8,2.8,15.8,,1.1,1020.3
119,¼ö¿ø,2022-11-07,10.7,3.6,16.8,0,1.1,1019
119,¼ö¿ø,2022-11-08,11.9,7,17.9,0.2,1.1,1020.4
119,¼ö¿ø,2022-11-09,10.3,5.1,16.7,,1,1021.2
119,¼ö¿ø,2022-11-10,12.2,6.6,19.2,,0.7,1020.5
119,¼ö¿ø,2022-11-11,14.4,7.5,22.1,,1.1,1020.7
119,¼ö¿ø,2022-11-12,15.8,9.2,22,34.7,1.6,1011.5
119,¼ö¿ø,2022-11-13,10.9,9.3,17.2,0,2.2,1011.4
119,¼ö¿ø,2022-11-14,9.7,5.6,13.9,,1.7,1014
119,¼ö¿ø,2022-11-15,7.5,2.9,12.3,2.5,1.1,1012.9
119,¼ö¿ø,2022-11-16,8.4,3.6,14.4,,1.2,1016.2
119,¼ö¿ø,2022-11-17,9.9,5.3,16.6,,1,1019.7
119,¼ö¿ø,2022-11-18,10,3.8,18.4,,0.9,1021.8
119,¼ö¿ø,2022-11-19,12.4,4.8,18.8,,1.7,1018.2
119,¼ö¿ø,2022-11-20,12.9,7.9,19.9,,1.2,1015.6
119,¼ö¿ø,2022-11-21,11.6,6.8,17.8,0,1.3,1017.2
119,¼ö¿ø,2022-11-22,10.7,5.9,15.3,0.1,1,1016.5
119,¼ö¿ø,2022-11-23,11,6.5,15.8,0,1.9,1013.6
119,¼ö¿ø,2022-11-24,9.1,4.7,15,,0.8,1016.9
119,¼ö¿ø,2022-11-25,10.8,4.9,16.9,0.8,1.8,1013.3
119,¼ö¿ø,2022-11-26,6.1,-0.1,12.5,0.1,2.1,1014.2
119,¼ö¿ø,2022-11-27,4.8,-2.8,12.6,,1.4,1016.3
119,¼ö¿ø,2022-11-28,11.8,4.7,15.9,10.4,2,1010
119,¼ö¿ø,2022-11-29,6.6,-1.3,13,2.6,3.6,1013.3
119,¼ö¿ø,2022-11-30,-5.4,-7.9,-1.2,,3.9,1027.7
119,¼ö¿ø,2022-12-01,-5.6,-9.2,-2.3,,1.6,1027.7
119,¼ö¿ø,2022-12-02,-3.5,-8.8,1.2,,1.1,1025.8
119,¼ö¿ø,2022-12-03,1.7,-1.7,6.5,0.4,1.7,1021.1
119,¼ö¿ø,2022-12-04,-3.6,-5.9,-0.7,,2.8,1027.4
